word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65
EGRET,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,2.0,0.0,PEARS,0.0,1.0,0.0,1.0,0.0,EGRET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MPRET,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,2.0,0.0,PEARS,1.0,1.0,0.0,1.0,0.0,MPRET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
STRUT,3,LARNT,0,0,2,0,2,DURES,0.0,1.0,2.0,0.0,1.0,STRUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WURST,4,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,0.0,1.0,BACHS,0.0,0.0,0.0,0.0,1.0,WURST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BURST,4,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,0.0,1.0,BACHS,2.0,0.0,0.0,0.0,1.0,BURST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HURST,4,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,0.0,1.0,BACHS,0.0,0.0,0.0,1.0,1.0,HURST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CURST,4,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,0.0,1.0,BACHS,0.0,0.0,1.0,0.0,1.0,CURST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PERST,3,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,1.0,1.0,PERST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VERST,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,1.0,1.0,PERST,0.0,2.0,2.0,2.0,2.0,VERST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TURNT,3,LARNT,0,0,2,2,2,BURNT,0.0,2.0,2.0,2.0,2.0,TURNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BURNT,2,LARNT,0,0,2,2,2,BURNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TRAWL,3,LARNT,1,1,1,0,1,AXIAL,1.0,0.0,0.0,0.0,2.0,TRAWL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ARTEL,3,LARNT,1,1,1,0,1,AXIAL,2.0,0.0,0.0,0.0,2.0,ARTEL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOLAR,3,LARNT,1,1,1,0,1,AXIAL,0.0,0.0,0.0,2.0,1.0,TOLAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ALTAR,3,LARNT,1,1,1,0,1,AXIAL,2.0,0.0,0.0,2.0,1.0,ALTAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ALTER,3,LARNT,1,1,1,0,1,AXIAL,2.0,0.0,0.0,0.0,1.0,ALTER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ARTAL,3,LARNT,1,1,1,0,1,AXIAL,2.0,0.0,0.0,2.0,2.0,ARTAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRIAL,3,LARNT,1,1,1,0,1,AXIAL,0.0,0.0,2.0,2.0,2.0,TRIAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ROTAL,3,LARNT,1,1,1,0,1,AXIAL,0.0,0.0,0.0,2.0,2.0,ROTAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRAIL,3,LARNT,1,1,1,0,1,AXIAL,1.0,0.0,1.0,0.0,2.0,TRAIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ULTRA,3,LARNT,1,1,1,0,1,AXIAL,1.0,0.0,0.0,0.0,1.0,ULTRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NERTS,3,LARNT,0,0,2,1,1,TARES,1.0,0.0,2.0,1.0,2.0,NERTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NERTZ,3,LARNT,0,0,2,1,1,TARES,1.0,0.0,2.0,1.0,0.0,NERTZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NORTH,3,LARNT,0,0,2,1,1,TARES,1.0,0.0,2.0,0.0,0.0,NORTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FRONT,3,LARNT,0,0,1,2,2,UPBYE,0.0,0.0,0.0,0.0,0.0,FRONT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BRENT,3,LARNT,0,0,1,2,2,UPBYE,0.0,0.0,1.0,0.0,1.0,BRENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YRENT,3,LARNT,0,0,1,2,2,UPBYE,0.0,0.0,0.0,1.0,1.0,YRENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PRUNT,3,LARNT,0,0,1,2,2,UPBYE,1.0,1.0,0.0,0.0,0.0,PRUNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BRUNT,3,LARNT,0,0,1,2,2,UPBYE,1.0,0.0,1.0,0.0,0.0,BRUNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GRUNT,3,LARNT,0,0,1,2,2,UPBYE,1.0,0.0,0.0,0.0,0.0,GRUNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DRENT,3,LARNT,0,0,1,2,2,UPBYE,0.0,0.0,0.0,0.0,1.0,DRENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PRINT,3,LARNT,0,0,1,2,2,UPBYE,0.0,1.0,0.0,0.0,0.0,PRINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
URENT,3,LARNT,0,0,1,2,2,UPBYE,2.0,0.0,0.0,0.0,1.0,URENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PRENT,3,LARNT,0,0,1,2,2,UPBYE,0.0,1.0,0.0,0.0,1.0,PRENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CLINT,3,LARNT,1,0,0,2,2,COGIE,2.0,0.0,0.0,1.0,0.0,CLINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BLENT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,0.0,0.0,1.0,BLENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BLUNT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,0.0,0.0,0.0,BLUNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GLENT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,1.0,0.0,1.0,GLENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OLENT,3,LARNT,1,0,0,2,2,COGIE,0.0,1.0,0.0,0.0,1.0,OLENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FLINT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,0.0,1.0,0.0,FLINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ELINT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,0.0,1.0,1.0,ELINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GLINT,3,LARNT,1,0,0,2,2,COGIE,0.0,0.0,1.0,1.0,0.0,GLINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRAIN,3,LARNT,0,1,1,1,1,AESIR,1.0,0.0,0.0,2.0,1.0,TRAIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INTRA,3,LARNT,0,1,1,1,1,AESIR,1.0,0.0,0.0,1.0,1.0,INTRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STARN,3,LARNT,0,1,1,1,1,AESIR,1.0,0.0,1.0,0.0,1.0,STARN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ANTAR,3,LARNT,0,1,1,1,1,AESIR,2.0,0.0,0.0,0.0,2.0,ANTAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ANTRE,3,LARNT,0,1,1,1,1,AESIR,2.0,1.0,0.0,0.0,1.0,ANTRE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ROTAN,3,LARNT,0,1,1,1,1,AESIR,1.0,0.0,0.0,0.0,1.0,ROTAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ANTRA,3,LARNT,0,1,1,1,1,AESIR,2.0,0.0,0.0,0.0,1.0,ANTRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIRAS,2,LARNT,2,1,2,0,0,LIRAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LORAL,3,LARNT,2,1,2,0,0,LIRAS,2.0,0.0,2.0,2.0,0.0,LORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIDAR,3,LARNT,2,1,1,0,0,BEARS,0.0,0.0,1.0,1.0,0.0,LIDAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIARS,3,LARNT,2,1,1,0,0,BEARS,0.0,0.0,2.0,2.0,2.0,LIARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LYCRA,3,LARNT,2,1,1,0,0,BEARS,0.0,0.0,1.0,2.0,0.0,LYCRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEEAR,3,LARNT,2,1,1,0,0,BEARS,0.0,2.0,1.0,1.0,0.0,LEEAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIARD,3,LARNT,2,1,1,0,0,BEARS,0.0,0.0,2.0,2.0,0.0,LIARD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LYARD,4,LARNT,2,1,1,0,0,BEARS,0.0,0.0,2.0,2.0,0.0,LIARD,2.0,0.0,2.0,2.0,2.0,LYARD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LOBAR,3,LARNT,2,1,1,0,0,BEARS,1.0,0.0,1.0,1.0,0.0,LOBAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEPRA,3,LARNT,2,1,1,0,0,BEARS,0.0,2.0,1.0,2.0,0.0,LEPRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIBRA,3,LARNT,2,1,1,0,0,BEARS,1.0,0.0,1.0,2.0,0.0,LIBRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LUBRA,4,LARNT,2,1,1,0,0,BEARS,1.0,0.0,1.0,2.0,0.0,LIBRA,2.0,0.0,2.0,2.0,2.0,LUBRA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LEARS,3,LARNT,2,1,1,0,0,BEARS,0.0,2.0,2.0,2.0,2.0,LEARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEARE,3,LARNT,2,1,1,0,0,BEARS,0.0,2.0,2.0,2.0,0.0,LEARE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEARY,4,LARNT,2,1,1,0,0,BEARS,0.0,2.0,2.0,2.0,0.0,LEARE,2.0,2.0,2.0,2.0,0.0,LEARY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WAINS,3,LARNT,0,2,0,2,0,WINES,2.0,1.0,1.0,0.0,2.0,WAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
KAING,3,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,0.0,KAING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YAWNY,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,0.0,FAWNY,0.0,2.0,2.0,2.0,2.0,YAWNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FAWNY,3,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,0.0,FAWNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PANNE,3,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,1.0,0.0,PANNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SAYNE,3,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,1.0,1.0,SAYNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WANNA,3,LARNT,0,2,0,2,0,WINES,2.0,0.0,2.0,0.0,0.0,WANNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FAINE,4,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,1.0,0.0,DAINE,0.0,2.0,2.0,2.0,2.0,FAINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DAINE,3,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,1.0,0.0,DAINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SAINE,3,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,1.0,1.0,SAINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FAYNE,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,1.0,0.0,FAENA,2.0,2.0,1.0,2.0,0.0,FAYNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FAENA,3,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,1.0,0.0,FAENA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BANNS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,2.0,BICES,2.0,0.0,0.0,0.0,2.0,BANNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JANNS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,2.0,BICES,0.0,0.0,0.0,0.0,2.0,JANNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CANNS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,2.0,BICES,0.0,0.0,1.0,0.0,2.0,CANNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SAUNA,3,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,1.0,SAUNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FAUNA,3,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,0.0,FAUNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MAUND,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,0.0,FAUNA,0.0,2.0,2.0,2.0,0.0,MAUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DAMNS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,1.0,0.0,0.0,0.0,2.0,DAMNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KAONS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,0.0,1.0,0.0,0.0,2.0,KAONS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FAUNS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,0.0,0.0,2.0,0.0,2.0,FAUNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HAUNS,5,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,0.0,0.0,2.0,0.0,2.0,FAUNS,0.0,2.0,2.0,2.0,2.0,HAUNS,2.0,2.0,2.0,2.0,2.0,,,,,,
NAANS,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,0.0,0.0,0.0,0.0,2.0,NAANS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PAANS,5,LARNT,0,2,0,2,0,WINES,0.0,0.0,1.0,0.0,2.0,MOUES,0.0,0.0,0.0,0.0,2.0,NAANS,0.0,2.0,2.0,2.0,2.0,PAANS,2.0,2.0,2.0,2.0,2.0,,,,,,
JANNY,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,0.0,0.0,1.0,1.0,JANNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NANNY,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,2.0,0.0,0.0,0.0,1.0,NANNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FANNY,5,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,0.0,0.0,0.0,1.0,CANNY,0.0,2.0,2.0,2.0,2.0,FANNY,2.0,2.0,2.0,2.0,2.0,,,,,,
CANNY,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,0.0,0.0,0.0,1.0,CANNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NANNA,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,2.0,0.0,0.0,0.0,2.0,NANNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DANNY,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,1.0,0.0,0.0,1.0,DANNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MANNA,5,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,0.0,0.0,0.0,2.0,CANNA,0.0,2.0,2.0,2.0,2.0,MANNA,2.0,2.0,2.0,2.0,2.0,,,,,,
CANNA,4,LARNT,0,2,0,2,0,WINES,0.0,0.0,2.0,0.0,0.0,NDUJA,1.0,0.0,0.0,0.0,2.0,CANNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PAWNS,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,0.0,2.0,0.0,1.0,0.0,PAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YAWNS,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,0.0,2.0,0.0,0.0,1.0,YAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MAWNS,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,0.0,2.0,1.0,0.0,0.0,MAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DAWNS,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,2.0,2.0,0.0,0.0,0.0,DAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FAWNS,5,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,0.0,2.0,0.0,0.0,0.0,BAWNS,0.0,2.0,2.0,2.0,2.0,FAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,
BAWNS,4,LARNT,0,2,0,2,0,WINES,1.0,0.0,1.0,0.0,2.0,DAMPY,0.0,2.0,0.0,0.0,0.0,BAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SAINS,4,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,2.0,0.0,0.0,0.0,0.0,SAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KAINS,4,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,0.0,0.0,1.0,KAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MAINS,4,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,1.0,0.0,0.0,MAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PAINS,5,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,0.0,0.0,0.0,CAPES,0.0,2.0,1.0,0.0,2.0,PAINS,2.0,2.0,2.0,2.0,2.0,,,,,,
CAINS,5,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,0.0,0.0,0.0,CAPES,2.0,2.0,0.0,0.0,2.0,CAINS,2.0,2.0,2.0,2.0,2.0,,,,,,
GAINS,6,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,0.0,0.0,0.0,CAPES,0.0,2.0,0.0,0.0,2.0,FAINS,0.0,2.0,2.0,2.0,2.0,GAINS,2.0,2.0,2.0,2.0,2.0
FAINS,5,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,0.0,0.0,0.0,0.0,CAPES,0.0,2.0,0.0,0.0,2.0,FAINS,2.0,2.0,2.0,2.0,2.0,,,,,,
HAINS,4,LARNT,0,2,0,2,0,WINES,0.0,1.0,1.0,0.0,2.0,SHMEK,1.0,1.0,0.0,0.0,0.0,HAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PANNI,3,LARNT,0,2,0,2,0,WINES,0.0,1.0,2.0,0.0,0.0,PANNI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SURAT,3,LARNT,0,1,2,0,2,AURES,1.0,2.0,2.0,0.0,1.0,SURAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AMRIT,4,LARNT,0,1,2,0,2,AURES,2.0,0.0,2.0,0.0,0.0,AFRIT,2.0,0.0,2.0,2.0,2.0,AMRIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
AFRIT,3,LARNT,0,1,2,0,2,AURES,2.0,0.0,2.0,0.0,0.0,AFRIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
KORAT,3,LARNT,0,1,2,0,2,AURES,1.0,0.0,2.0,0.0,0.0,KORAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MORAT,4,LARNT,0,1,2,0,2,AURES,1.0,0.0,2.0,0.0,0.0,KORAT,0.0,2.0,2.0,2.0,2.0,MORAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CURAT,3,LARNT,0,1,2,0,2,AURES,1.0,2.0,2.0,0.0,0.0,CURAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
JURAT,4,LARNT,0,1,2,0,2,AURES,1.0,2.0,2.0,0.0,0.0,CURAT,0.0,2.0,2.0,2.0,2.0,JURAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SPRAT,4,LARNT,0,1,2,0,2,AURES,1.0,0.0,2.0,0.0,1.0,SCRAT,2.0,0.0,2.0,2.0,2.0,SPRAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCRAT,3,LARNT,0,1,2,0,2,AURES,1.0,0.0,2.0,0.0,1.0,SCRAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DERAT,3,LARNT,0,1,2,0,2,AURES,1.0,0.0,2.0,1.0,0.0,DERAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ARRET,3,LARNT,0,1,2,0,2,AURES,2.0,0.0,2.0,2.0,0.0,ARRET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARCO,3,LARNT,0,2,2,1,0,CODES,1.0,1.0,0.0,0.0,0.0,NARCO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARDS,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,1.0,0.0,2.0,NARDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PAREN,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,2.0,0.0,PAREN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARKS,4,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,2.0,KAIES,1.0,2.0,0.0,0.0,2.0,NARKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NARAS,4,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,2.0,KAIES,0.0,2.0,0.0,0.0,2.0,NARAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NARIS,4,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,2.0,KAIES,0.0,2.0,1.0,0.0,2.0,NARIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CARON,3,LARNT,0,2,2,1,0,CODES,2.0,1.0,0.0,0.0,0.0,CARON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARRE,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,1.0,0.0,NARRE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARCS,3,LARNT,0,2,2,1,0,CODES,1.0,0.0,0.0,0.0,2.0,NARCS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARES,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,2.0,2.0,NARES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SARIN,4,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,1.0,SARAN,2.0,2.0,2.0,0.0,2.0,SARIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SARAN,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,1.0,SARAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MARON,4,LARNT,0,2,2,1,0,CODES,0.0,1.0,0.0,0.0,0.0,BARON,0.0,2.0,2.0,2.0,2.0,MARON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BARON,3,LARNT,0,2,2,1,0,CODES,0.0,1.0,0.0,0.0,0.0,BARON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARIC,3,LARNT,0,2,2,1,0,CODES,1.0,0.0,0.0,0.0,0.0,NARIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NARKY,3,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,0.0,NARKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VARAN,4,LARNT,0,2,2,1,0,CODES,0.0,0.0,0.0,0.0,0.0,NARKY,1.0,2.0,2.0,0.0,0.0,VARAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARNS,2,LARNT,2,2,2,2,0,LARNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
